,x,y,UPRN,suitability,co-ord,lat,lon
12,216729,679674,125031852,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(55.97496491438255, -4.938624689925616)",55.97496491438255,-4.938624689925616
13,270621,661980,118173906,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(55.83365081908988, -4.067262992597452)",55.83365081908988,-4.067262992597452
14,515641,209405,200003641228,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.77138361181472, -0.3254319572594023)",51.77138361181472,-0.3254319572594023
15,357492,418502,10002076186,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.66126593300079, -2.64473623244377)",53.66126593300079,-2.64473623244377
16,472721,139171,10032906599,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.147191311180215, -0.9617444205952815)",51.147191311180215,-0.9617444205952815
17,426694,569767,47224596,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(55.02173239212139, -1.5840204330307706)",55.02173239212139,-1.5840204330307706
18,432016,381081,100052251802,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.325686294324655, -1.5207846733147778)",53.325686294324655,-1.5207846733147778
19,592047,164802,10023196094,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.34983761489777, 0.7564524606379653)",51.34983761489777,0.7564524606379653
20,412478,91889,100040757697,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.72649005029449, -1.8245807755369146)",50.72649005029449,-1.8245807755369146
21,451519,206809,100121294802,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.75760704874408, -1.2549903859548492)",51.75760704874408,-1.2549903859548492
22,418889,285403,200003829659,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.46624442258312, -1.7233910223029205)",52.46624442258312,-1.7233910223029205
23,371644,321154,452087291,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.78720820892352, -2.4218926665737874)",52.78720820892352,-2.4218926665737874
24,454934,339703,10023986251,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.951902231962045, -1.1838099816560312)",52.951902231962045,-1.1838099816560312
25,458243,314637,100032297165,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.72625099549705, -1.1390309947487052)",52.72625099549705,-1.1390309947487052
26,490878,106746,100062415162,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.85310118608708, -0.7103379523080326)",50.85310118608708,-0.7103379523080326
27,444979,242208,100121382101,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.076414572284115, -1.3451232832921687)",52.076414572284115,-1.3451232832921687
28,357615,175808,46878,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.47963087217313, -2.6117267416149397)",51.47963087217313,-2.6117267416149397
29,254332,131592,100041136514,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.06512885248182, -4.080264803402002)",51.06512885248182,-4.080264803402002
30,528685,409914,11088897,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.57005597363805, -0.05821643056350732)",53.57005597363805,-0.05821643056350732
31,331676,162062,24002836,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.35350697921508, -2.9825411824312282)",51.35350697921508,-2.9825411824312282
32,507542,203241,10001118914,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.71759583476057, -0.44466493979362115)",51.71759583476057,-0.44466493979362115
33,503243,487914,100052151751,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(54.27645537065095, -0.4159226485620635)",54.27645537065095,-0.4159226485620635
34,531355,187628,100023190507,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.57222665098183, -0.10599884761499631)",51.57222665098183,-0.10599884761499631
35,531307,187636,100023190512,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.57230971333259, -0.10668807268312706)",51.57230971333259,-0.10668807268312706
36,638118,165480,100062696701,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.338505803705196, 1.4173546373147006)",51.338505803705196,1.4173546373147006
37,630678,336946,10034819305,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.880475189611374, 1.426842616616117)",52.880475189611374,1.426842616616117
38,221197,106999,100041227806,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.83483099412321, -4.540612418078787)",50.83483099412321,-4.540612418078787
39,461707,340283,10002892898,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.95638060425876, -1.0829037967533597)",52.95638060425876,-1.0829037967533597
40,524949,189695,200065893,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.59225731272054, -0.19764935086092061)",51.59225731272054,-0.19764935086092061
41,524882,189968,200097821,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.59472556989547, -0.1985189732393195)",51.59472556989547,-0.1985189732393195
42,438521,335434,10010682353,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.9149548607973, -1.4285901774380216)",52.9149548607973,-1.4285901774380216
43,528020,168425,48080653,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.40041894358413, -0.16105060131356388)",51.40041894358413,-0.16105060131356388
44,622805,334179,10034818588,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.85895878274007, 1.3081608550038597)",52.85895878274007,1.3081608550038597
45,440325,110945,10007465434,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.8965831781086, -1.4279800511268332)",50.8965831781086,-1.4279800511268332
46,292913,64045,100040561113,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.46642246365048, -3.5102215145276463)",50.46642246365048,-3.5102215145276463
47,503132,175655,10002339953,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.47047230945742, -0.5165778102762424)",51.47047230945742,-0.5165778102762424
48,528096,192359,200066025,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.61549162506988, -0.1512726739963683)",51.61549162506988,-0.1512726739963683
49,409341,287947,10090247739,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.4893596375159, -1.863861947122743)",52.4893596375159,-1.863861947122743
50,533566,218925,10034515875,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.85294320186643, -0.06213009920958616)",51.85294320186643,-0.06213009920958616
51,407401,240416,10013939118,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.06207318180609, -1.8934596907494299)",52.06207318180609,-1.8934596907494299
52,439343,111065,10007457077,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.897729760337405, -1.4419297293490463)",50.897729760337405,-1.4419297293490463
53,359595,175054,59080,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.47299694433186, -2.583130282745086)",51.47299694433186,-2.583130282745086
54,443801,481976,10008645363,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(54.23162693146067, -1.3295666945751798)",54.23162693146067,-1.3295666945751798
55,472333,137521,10090975082,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.13240597655187, -0.9676212382325217)",51.13240597655187,-0.9676212382325217
56,567609,278847,10001249978,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.38200693344183, 0.46119165481659774)",52.38200693344183,0.46119165481659774
57,300669,93173,10000269621,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.72965440628976, -3.408773209833446)",50.72965440628976,-3.408773209833446
58,630939,168282,200003078121,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.36661755828603, 1.316288596120431)",51.36661755828603,1.316288596120431
59,507697,182540,100021491442,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.5315063525292, -0.44878023950016094)",51.5315063525292,-0.44878023950016094
60,454883,409260,10006630298,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.57707453341114, -1.1725919803236176)",53.57707453341114,-1.1725919803236176
61,511528,130807,10013791317,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.06577301266536, -0.4097227460408228)",51.06577301266536,-0.4097227460408228
62,374557,381578,10007964439,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.33049782709569, -2.383497079766439)",53.33049782709569,-2.383497079766439
63,406723,90940,100041221379,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.718049988245866, -1.9061323905412815)",50.718049988245866,-1.9061323905412815
64,308683,126451,10008800354,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.03014384713693, -3.3035800589371487)",51.03014384713693,-3.3035800589371487
65,557969,141958,100062585278,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.15507649876037, 0.2574616712797068)",51.15507649876037,0.2574616712797068
66,374467,430447,10010696679,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.76973412362083, -2.3888569222244045)",53.76973412362083,-2.3888569222244045
67,598228,262526,100091502585,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.22525045578316, 0.9008859181135668)",52.22525045578316,0.9008859181135668
68,443533,394948,200000576758,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.44950344810447, -1.3459763038161523)",53.44950344810447,-1.3459763038161523
69,524661,186786,200153489,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.56617812142099, -0.20283628971906104)",51.56617812142099,-0.20283628971906104
70,443416,395391,200000582761,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.45349471270226, -1.3476769026471775)",53.45349471270226,-1.3476769026471775
71,453692,108880,100062407405,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.87693000051113, -1.2382300809228917)",50.87693000051113,-1.2382300809228917
72,401263,190848,200002510306,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.61645696081812, -1.9831547930340734)",51.61645696081812,-1.9831547930340734
73,429501,439590,72146654,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.85171084629769, -1.5530311552051306)",53.85171084629769,-1.5530311552051306
74,383528,206024,10009409495,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.752662668666744, -2.2400213862001883)",51.752662668666744,-2.2400213862001883
75,412625,91864,100040757747,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.726262087880315, -1.8224989908963118)",50.726262087880315,-1.8224989908963118
76,633737,334461,10034807903,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.856858429056025, 1.470432524378284)",52.856858429056025,1.470432524378284
77,533021,167471,100023260214,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.39069610684865, -0.0895585998203104)",51.39069610684865,-0.0895585998203104
78,531097,187321,100023188148,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.5695278036584, -0.1098339343620111)",51.5695278036584,-0.1098339343620111
79,577928,166930,44063170,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.3735456074524, 0.554989183524205)",51.3735456074524,0.554989183524205
80,292139,65375,100041053062,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.47823698511544, -3.521507019342857)",50.47823698511544,-3.521507019342857
81,535501,171288,100023679939,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.424411006983625, -0.052480070047438834)",51.424411006983625,-0.052480070047438834
82,412972,92057,100040757843,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.727990086509955, -1.8175761394674825)",50.727990086509955,-1.8175761394674825
83,291735,65167,100040560231,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.47629252948788, -3.527138417168173)",50.47629252948788,-3.527138417168173
84,457111,341750,100031570573,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.970074319777325, -1.151051128132554)",52.970074319777325,-1.151051128132554
85,534527,170213,100023251928,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.41498237028908, -0.06688815198038618)",51.41498237028908,-0.06688815198038618
86,634542,166511,200002454599,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.349245576799, 1.3667873641456076)",51.349245576799,1.3667873641456076
87,412850,184427,10004842054,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.55858103840477, -1.8160373025314915)",51.55858103840477,-1.8160373025314915
88,428165,490130,200003303154,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(54.30600186297503, -1.5686584564123407)",54.30600186297503,-1.5686584564123407
89,357955,175880,45591,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.48030366874095, -2.6068397021143475)",51.48030366874095,-2.6068397021143475
90,541797,183068,46012490,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.52872490732224, 0.042738914641488025)",51.52872490732224,0.042738914641488025
91,525017,190759,200033163,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.601804257389865, -0.19628944277299246)",51.601804257389865,-0.19628944277299246
92,299560,83689,10000278525,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.64420286283095, -3.4219010644129844)",50.64420286283095,-3.4219010644129844
93,536269,174106,100023253568,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.44955044018534, -0.04035731959578982)",51.44955044018534,-0.04035731959578982
94,391995,296849,10090013536,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.56940497889799, -2.1195380404543953)",52.56940497889799,-2.1195380404543953
95,256991,131410,100041136891,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.06416238927026, -4.042271166143563)",51.06416238927026,-4.042271166143563
96,359523,175227,55719,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.47454723218098, -2.584186735898644)",51.47454723218098,-2.584186735898644
97,456551,163053,10009198597,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.36373592859772, -1.1891186723474783)",51.36373592859772,-1.1891186723474783
98,612852,166313,10090315962,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.355999882821244, 1.055686446289073)",51.355999882821244,1.055686446289073
99,356588,242351,10009572806,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.07780686472628, -2.634858774902685)",52.07780686472628,-2.634858774902685
100,616921,138107,50020290,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.10120991410947, 1.0969758066836846)",51.10120991410947,1.0969758066836846
101,610282,164540,10033167147,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.34103598836388, 1.0177835478075157)",51.34103598836388,1.0177835478075157
102,563199,303573,10000031687,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.605427261874674, 0.4085689688200893)",52.605427261874674,0.4085689688200893
103,607092,223860,10090657583,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.874843374711055, 1.0070620627734503)",51.874843374711055,1.0070620627734503
104,480530,136320,1710048595,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.12051633580764, -0.8507645187324827)",51.12051633580764,-0.8507645187324827
105,288381,60820,100040521203,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.43658461750534, -3.5730906974127237)",50.43658461750534,-3.5730906974127237
106,530960,189578,100023204740,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.589842034234266, -0.11096862110088859)",51.589842034234266,-0.11096862110088859
107,530967,189715,100023204736,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.59107155005441, -0.1108165576352539)",51.59107155005441,-0.1108165576352539
108,343036,463702,100012625699,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(54.066092436723224, -2.8718784475908326)",54.066092436723224,-2.8718784475908326
109,284994,68761,100041236792,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.50731532708359, -3.6232072899185823)",50.50731532708359,-3.6232072899185823
110,554276,112311,10024375971,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.8896878378331, 0.19209317798806155)",50.8896878378331,0.19209317798806155
111,333480,161893,24017031,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.352202033825336, -2.956607447895725)",51.352202033825336,-2.956607447895725
112,333456,161946,24017052,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.352675711806214, -2.956961963793062)",51.352675711806214,-2.956961963793062
113,360326,760303,117122218,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(56.73268587182276, -2.6500514752351356)",56.73268587182276,-2.6500514752351356
114,232678,114496,10023353610,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.90562415824553, -4.3811536263598025)",50.90562415824553,-4.3811536263598025
115,428731,435373,72104119,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.813852952793084, -1.565128289205721)",53.813852952793084,-1.565128289205721
116,497282,426136,10070615265,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.72256968813518, -0.527159779557576)",53.72256968813518,-0.527159779557576
117,544377,178182,100023246200,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.48416841201951, 0.07790734618003291)",51.48416841201951,0.07790734618003291
118,528672,409667,11088892,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.56784032361901, -0.05851426811388931)",53.56784032361901,-0.05851426811388931
119,352654,258585,10009562957,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.223424084539, -2.6945253908237565)",52.223424084539,-2.6945253908237565
120,540175,184777,10008988740,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.54448629114686, 0.020051894237933007)",51.54448629114686,0.020051894237933007
121,335278,417744,41070468,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.65217167107651, -2.980690867369202)",53.65217167107651,-2.980690867369202
122,440633,112733,100062505346,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.912639218619184, -1.4234022927814718)",50.912639218619184,-1.4234022927814718
123,460344,219277,100120801616,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.86881403866287, -1.124980450827326)",51.86881403866287,-1.124980450827326
124,588077,207813,100091453749,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.7374600779032, 0.7224810007313566)",51.7374600779032,0.7224810007313566
125,394422,220370,100121234322,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.881863720553724, -2.082442620082052)",51.881863720553724,-2.082442620082052
126,587789,283180,100091497752,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.41437470783802, 0.7597639263019196)",52.41437470783802,0.7597639263019196
127,296225,172323,64006061,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.44036310802936, -3.4944784140099743)",51.44036310802936,-3.4944784140099743
128,533027,167767,100023261207,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.393354743389956, -0.08936159983549537)",51.393354743389956,-0.08936159983549537
129,434159,385494,100052109326,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.36521809585992, -1.4881371678605104)",53.36521809585992,-1.4881371678605104
130,394600,227677,10090020980,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.947561402735964, -2.0799736690810384)",51.947561402735964,-2.0799736690810384
131,524918,190171,200162693,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.5965419296991, -0.19792732418684583)",51.5965419296991,-0.19792732418684583
132,439274,372240,74002255,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.24573395686997, -1.412911015850583)",53.24573395686997,-1.412911015850583
133,351425,329091,10033522667,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.85710650228148, -2.722855213442104)",52.85710650228148,-2.722855213442104
134,437827,433720,72579594,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.79841657462698, -1.4271914421592506)",53.79841657462698,-1.4271914421592506
135,514184,296248,10008064310,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.55210860113931, -0.3173576468171007)",52.55210860113931,-0.3173576468171007
136,444644,401233,200000564432,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.50589920622429, -1.3283577346930784)",53.50589920622429,-1.3283577346930784
137,293590,73048,10032966200,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.547481990674285, -3.503254490968957)",50.547481990674285,-3.503254490968957
138,460818,304559,2465102814,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.63538159887818, -1.1027655790021718)",52.63538159887818,-1.1027655790021718
139,386523,146020,10014605688,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.21322112578369, -2.1943250954667155)",51.21322112578369,-2.1943250954667155
140,530981,189655,100023204734,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.590529112678496, -0.11063695052255505)",51.590529112678496,-0.11063695052255505
141,522681,165717,5870002901,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.37725981706964, -0.23869577487223756)",51.37725981706964,-0.23869577487223756
142,431595,175949,10009198959,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.48161933572755, -1.5464108812349155)",51.48161933572755,-1.5464108812349155
143,364625,239584,10009557864,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.05350441956308, -2.517305152103519)",52.05350441956308,-2.517305152103519
144,519342,299328,100091510327,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.578679006633344, -0.24021414601050908)",52.578679006633344,-0.24021414601050908
145,541789,134522,10033401292,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.09248808686959, 0.023340947614410506)",51.09248808686959,0.023340947614410506
146,406340,92398,10022812928,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.731165505985146, -1.9115330036353688)",50.731165505985146,-1.9115330036353688
147,357812,175763,47732,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.47924104598716, -2.6088847644629287)",51.47924104598716,-2.6088847644629287
148,358015,175595,50476,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.47774570515826, -2.6059417824837277)",51.47774570515826,-2.6059417824837277
149,437878,433543,72519876,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.79682208748769, -1.4264388988818788)",53.79682208748769,-1.4264388988818788
150,337049,388348,38219607,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.38820234798991, -2.947982493063894)",53.38820234798991,-2.947982493063894
151,620476,340978,10034818437,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.92093528903962, 1.278231920947171)",52.92093528903962,1.278231920947171
152,525089,190520,200097982,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.59964042986764, -0.19533555107250908)",51.59964042986764,-0.19533555107250908
153,430233,454924,10034599784,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.989482960456094, -1.5403939273353504)",53.989482960456094,-1.5403939273353504
154,532642,169748,100020644184,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.411247324910676, -0.0941520570912257)",51.411247324910676,-0.0941520570912257
155,547149,182422,10094446633,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.521552322925054, 0.11956748218844195)",51.521552322925054,0.11956748218844195
156,521080,184031,10091060616,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.542197879940936, -0.25542289093865567)",51.542197879940936,-0.25542289093865567
157,505550,224703,10090736154,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.910869403055734, -0.4669574595570445)",51.910869403055734,-0.4669574595570445
158,534648,170356,100023252024,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.41623873716636, -0.065094972061816)",51.41623873716636,-0.065094972061816
159,336122,396596,38219423,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.4622176685565, -2.963593836673094)",53.4622176685565,-2.963593836673094
160,517703,104019,60001874,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.823757891572555, -0.3302848568679029)",50.823757891572555,-0.3302848568679029
161,508452,430194,21112990,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.75682878406123, -0.35652800653343525)",53.75682878406123,-0.35652800653343525
162,557961,141965,10008660021,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.155141600445035, 0.25735044232523524)",51.155141600445035,0.25735044232523524
163,541810,183070,10008984435,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.52873961695849, 0.04292699781242061)",51.52873961695849,0.04292699781242061
164,498293,159902,100062334058,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.32973069576005, -0.5905813979974531)",51.32973069576005,-0.5905813979974531
165,568781,152790,200003734288,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.24930628810603, 0.417012823424097)",51.24930628810603,0.417012823424097
166,573865,107368,100062685960,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.83972056180699, 0.46799782737639517)",50.83972056180699,0.46799782737639517
167,453328,300022,10001229733,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.59538503326672, -1.214158766419904)",52.59538503326672,-1.214158766419904
168,513778,189034,10094043289,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.5886809976059, -0.35905171190884017)",51.5886809976059,-0.35905171190884017
169,336306,417882,41214200,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.6535382627398, -2.965168457047524)",53.6535382627398,-2.965168457047524
170,336171,388952,38219438,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(53.39352511261598, -2.9613042292865703)",53.39352511261598,-2.9613042292865703
171,514085,203583,100081152006,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.7193782049915, -0.3498803147720601)",51.7193782049915,-0.3498803147720601
172,303283,536476,10012989054,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(54.71395985244608, -3.5028182419063096)",54.71395985244608,-3.5028182419063096
173,394866,91120,10013729786,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.719682530817764, -2.0740904924083168)",50.719682530817764,-2.0740904924083168
174,399526,311224,100032223254,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(52.698692518881806, -2.0084511185192517)",52.698692518881806,-2.0084511185192517
175,450278,118472,200001519645,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(50.963484476313354, -1.2854307336313366)",50.963484476313354,-1.2854307336313366
176,333377,163742,24019875,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(51.36881323116238, -2.9584332889480374)",51.36881323116238,-2.9584332889480374
177,331448,567137,137104557,"{'count': 0, 'demand': -0.0, 'total': -0.0}","(54.99407471219812, -3.0730162748348437)",54.99407471219812,-3.0730162748348437
